ID,COORD_E,COORD_N,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTAB_SA,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,SA_CLASSE,CLASSE,LEITOS
465,345943.94,7397691.07,355030859000067,3550308005145,59,PENHA,21,PENHA,Leste,Leste 1,V GRANADA-UBS ALFREDO F. PAULINO,"MADALENA JULIA,R,60",V GERMANIE,69571194,3660010,2788926,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
466,345452.31,7398875.87,355030864000133,3550308005142,64,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,COSTA MELLO-UBS,"LUIS ASSON,165",V MONTEVIDEO,69582981,3624010,2786958,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
467,345915.42,7398432.77,355030864000106,3550308005142,64,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,"MATHEUS SANTAMARIA,DR(JD POPULAR)-UBS","JAMES TORRES,AV,600",JD. POPULAR,27916421,3670010,4049993,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
468,347003.45,7401408.71,355030828000124,3550308005140,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,V CISPER-UBS,"CACULÉ,R,79",V CISPER,25465100,3817220,2079070,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
469,347543.40,7398085.00,355030864000017,3550308005142,64,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,JD TRES MARIAS-AMA,"BRENO ACIOLI,R,440",V  SAO FRANCISCO,62804388,3676040,2774828,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,,,6,URGENCIA/EMERGENCIA,0
470,347543.40,7398085.00,355030864000017,3550308005142,64,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,JD TRES MARIAS-UBS,"BRENO ACIOLI,R,440",V  SAO FRANCISCO,62804388,3676040,2774828,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
471,348374.46,7398380.67,355030864000049,3550308005143,64,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,BURGO PAULISTA-UBS,JOSE SILVA ALCANTARA FILHO,PONTE RASA,62800080,3680000,2752190,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
472,348608.38,7398503.57,355030864000081,3550308005141,64,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,"CARLOS OLIVALDO DE S LOPES MUNIZ,DR-UBS PONTE RASA","BARTOLOMEU SOARES,R,16",ALTO DA  PONTE RASA,61411744,3749160,2064820,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
473,347696.32,7399476.66,355030864000044,3550308005141,64,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,JD PENHA-UBS,"SAO MIGUEL,AV,4331",PONTE RASA,65465867,3871000,2787687,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
474,347451.06,7400011.78,355030818000175,3550308005138,18,CANGAIBA,21,PENHA,Leste,Leste 1,HUMBERTO CERRUTI-AMA PQ. BOTURUSSU,"OLAVO EGIDIO SOUZA ARANHA,AV,630",V CISPER,29439991,3822000,2752247,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,,,6,URGENCIA/EMERGENCIA,0
475,347451.06,7400011.78,355030818000175,3550308005138,18,CANGAIBA,21,PENHA,Leste,Leste 1,HUMBERTO CERRUTI-UBS PQ. BOTURUSSU,"OLAVO EGIDIO SOUZA ARANHA,AV,630",V CISPER,29439991,3822000,2752247,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
476,348431.02,7399982.84,355030828000058,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,"PEDRO DE SOUZA CAMPOS,DR-UBS MANGABEIRA","PAULO BIFANO ALVES,R,764",PQ. BOTURUSSU,65464111,3801000,4050002,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
477,348918.95,7397402.54,355030805000088,3550308005146,5,ARTUR ALVIM,21,PENHA,Leste,Leste 1,JD S NICOLAU-UBS,"REBELO DA SILVA,R,121",JD S NICOLAU,62802805,3685000,2787806,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
478,349990.70,7399622.01,355030887000210,3550308005193,87,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,"THERSIO VENTURA, DR-UBS","ARRAIAL DE SANTA BARBARA, R,996",CIDADE PEDRO J NUNES,65451026,8061360,2788659,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
479,350104.73,7400476.68,355030828000110,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,ERMELINO MATARAZZO-UBS,"ANTONIO DE FREITAS TOLEDO,R,175",ERM MATARAZZO,65458235,3810110,2065266,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
480,358615.37,7390466.50,355030825000310,3550308005270,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,JD VITORIA-UBS,"LAJEDO,R, 123",CID TIRADENTES,69642685,3817250,2787954,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
481,347445.92,7402294.84,355030828000143,3550308005139,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,JD KERALUX-UBS,"LUCAS GONCALVES,R, 13",ERM MATARAZZO,65466177,3828060,2787547,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
482,351242.41,7391530.52,355030857000090,3550308005205,57,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,GLEBA DO PESSEGO-UBS,"MALMEQUER DO CAMPO,R, 214",PQ DO CARMO,65223177,8265385,2787075,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
483,351239.35,7393446.81,355030857000004,3550308005205,57,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,JD COPA-UBS,"PONTA DE LUCENA,R,330",JD MARABA,65245020,8270340,2774798,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
484,351368.17,7391841.22,355030857000043,3550308005205,57,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,JD HELIAN-UBS,"CARMEM CARDOSO BORDINI,R,184",JD. HELIAN,65217615,8265090,2787431,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
485,350444.70,7394296.87,355030824000120,3550308005203,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,CIDADE LIDER I-UBS,"FRANCISCO MUNHOZ F,DR,AV,379",CIDADE LIDER,67480035,8280000,2786907,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
486,350953.70,7393749.00,355030857000072,3550308005205,57,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,STO ESTEVAO-UBS,"CACHOEIRA DA ILHA,R,355",ITAQUERA,65230577,8270110,3004341,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
487,351027.00,7397019.47,355030837000027,3550308005199,37,ITAQUERA,27,ITAQUERA,Leste,Leste 2,V REGINA-UBS,"CATARINA LOPES,R,450",V  REGINA,62056003,8225000,4050029,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
488,351439.65,7395980.56,355030837000019,3550308005202,37,ITAQUERA,27,ITAQUERA,Leste,Leste 2,ITAQUERA-UBS,"AMERICO SALVADOR NOVELLI,R,265",ITAQUERA,62860015,8210090,2752255,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
489,352537.51,7394415.67,355030847000096,3550308005263,47,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,JOSE BONIFACIO II-UBS,"MURMURIOS DA TARDE,R,30",COHAB JOSE BONIFACIO,65215625,8253580,4049950,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
490,352122.06,7394903.84,355030837000178,3550308005202,37,ITAQUERA,27,ITAQUERA,Leste,Leste 2,V CARMOSINA-UBS,"IPOPOCA,R,61",ITAQUERA,65247796,8290335,2788772,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
491,352705.88,7396605.54,355030837000079,3550308005201,37,ITAQUERA,27,ITAQUERA,Leste,Leste 2,V N SRA APARECIDA-UBS,"PAULINO SERQUEIRA,R,01",ITAQUERA,61797871,8215160,2789094,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
492,353073.29,7395859.83,355030847000079,3550308005261,47,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,"LUCY UDAKIRI,DRA(JOSE BONIFACIO III)-UBS","SILVIO BARBINI,R,40",COHAB JOSE BONIFACIO,69446086,8250650,4050142,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
493,354695.63,7393684.21,355030831000160,3550308005265,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,V COSMOPOLITA-UBS,"ALDEIA MARIA,R,258",GUAIANASES,65558583,8421070,2789310,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
494,356481.48,7390703.72,355030825000098,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CIDADE TIRADENTES I - UBS,"TEXTEIS,DOS,AV,512",CIDADE TIRADENTES,62820250,8490600,2774771,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
495,356691.95,7391545.43,355030825000044,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CASTRO ALVES-UBS,"CADERNO DE VIAGEM,R,55",CASTRO ALVES,62820320,8474170,4050177,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
496,326382.25,7397146.43,355030848000104,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,PINHEIROS/LAPA - SUVIS,"CATAO,R,611, 4 AND",V. ROMANA,,,2815516,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
497,356014.77,7391891.71,355030825000021,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,DOM ANGELICO-UBS,"MANOEL OLIVEIRA RAMOS,R, S/N",V YOLANDA,65553894,8473000,2786974,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
498,356217.67,7393067.13,355030825000012,3550308005269,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,"PRESTES MAIA,PREF-UBS","INACIO PINTO LIMA,R,35",CIDADE TIRADENTES,65552676,8490020,4049969,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
499,353765.56,7394906.73,355030847000003,3550308005262,47,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,FRANCISCO A CESARONI(JD S PEDRO)-UBS,"SILVIANOPOLIS,R,370",JD. SAO PEDRO,65578938,8420680,4049942,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
500,355435.95,7393891.54,355030831000131,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,JD S CARLOS-AE,"MACABU,R,35",JD. SAO CARLOS,25577021,8411470,4050312,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,,,1,AMBULATORIOS ESPECIALIZADOS,0
501,355139.70,7395087.39,355030831000083,3550308005265,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,GUAIANAZES II-UBS,"CARLOS RUHL,CTE,R,189",GUAIANAZES,65578132,8400130,4050010,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
502,355176.01,7396319.76,355030896000038,3550308005258,96,LAJEADO,28,GUAIANASES,Leste,Leste 2,JD AURORA-UBS,"CLAUDIO DA COSTA,R,54",JD AURORA,61351671,8431160,2787202,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
503,354835.88,7397074.31,355030896000192,3550308005257,96,LAJEADO,28,GUAIANASES,Leste,Leste 2,JD ETELVINA-UBS,"MANOEL TEODORO XAVIER,R,138",JD ETELVINA,61351756,8430570,2787377,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
504,356130.98,7395592.52,355030896000089,3550308005260,96,LAJEADO,28,GUAIANASES,Leste,Leste 2,GUAIANAZES I -UBS,"COSME DEODATO TADEU,PROF,R,90",LAJEADO,65578177,8450380,2787083,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
505,356325.55,7396116.13,355030896000013,3550308005260,96,LAJEADO,28,GUAIANASES,Leste,Leste 2,V CHABILANDIA-UBS,"LAGEADO VELHO,DO,ESTR,76",JD LAJEADO,65579571,8451000,2788780,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
506,356707.34,7396979.55,355030896000009,3550308005259,96,LAJEADO,28,GUAIANASES,Leste,Leste 2,PRIMEIRO DE OUTUBRO-UBS,"FRANCISCO DE OLIVEIRA,R,02",PRIMEIRO DE OUTUBRO,61358010,8441010,2766019,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
507,350501.87,7398048.36,355030837000205,3550308005199,37,ITAQUERA,27,ITAQUERA,Leste,Leste 2,"LUIZ AUGUSTO DE CAMPOS,DR-UBS (V RAMOS)","AUGUSTO ANTUNES,R,1631",LIMOEIRO,61518861,8235630,4050126,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
508,350553.45,7399419.89,355030887000053,3550308005195,87,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,JD DAS CAMELIAS-UBS,"TREVO STA MARIA,R,79",JD CAMELIAS,61518788,8050570,2787334,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
509,350775.64,7400237.11,355030887000001,3550308005193,87,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,CIDADE PEDRO JOSE NUNES-UBS,"JOSE BARGAS,R,143",JD. PEDRO JOSE NUNES,62975453,8061240,2046962,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
510,326299.24,7383519.38,355030871000030,3550308005173,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO - SUVIS,"JOSE DE ANCHIETA,PE,R,640",JD. STO. AMARO,,4742001,4050274,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
511,351341.12,7399131.99,355030887000082,3550308005193,87,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,SITIO DA CASA PINTADA-AMA,"MARIA SANTANA,AV,101",JD STA MARIA,61530800,8050130,2091798,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,,,6,URGENCIA/EMERGENCIA,0
512,351341.12,7399131.99,355030887000082,3550308005193,87,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,SITIO DA CASA PINTADA-UBS,"MARIA SANTANA,AV,101",JD STA MARIA,61530800,8050130,2091798,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
513,351938.07,7400080.67,355030887000072,3550308005193,87,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,V JACUI-UBS,"EPIDO FELICIANO,R,165",VILA JACUI,62978709,8060220,2789000,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
514,352309.64,7397635.45,355030837000072,3550308005200,37,ITAQUERA,27,ITAQUERA,Leste,Leste 2,V SANTANA-UBS,"VITOR JOSE DE CASTRO,R,84",V  SANTANA,61513962,8240300,4050215,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
515,353406.87,7397368.61,355030837000214,3550308005201,37,ITAQUERA,27,ITAQUERA,Leste,Leste 2,PARADA XV DE NOVEMBRO-UBS,"IBIAJARA,R,804",ITAQUERA,62860017,8250110,2788179,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
516,353683.17,7398740.70,355030874000035,3550308005197,74,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,V PROGRESSO-UBS,"REAL HORTO,R,115",V  PROGRESSO,61352488,8245260,2075016,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
517,353618.01,7399846.81,355030874000136,3550308005197,74,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,CIDADE NOVA SAO MIGUEL-UBS,"MOACIR D. ITAPICURU,1008",CIDADE NOVA S MIGUEL,61513560,8042290,2786915,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
518,351171.48,7401186.77,355030887000037,3550308005194,87,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,STA INES-UBS,"FIDELIS MOTA,FREI,R, 1001",PQ CRUZEIRO DO SUL,62979669,8070130,2788608,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
519,350868.80,7401884.26,355030887000181,3550308005194,87,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,UNIAO VILA NOVA I-UBS,"GRAZIELE BALDAK GOMES,R, 36",UNIAO V NOVA,69563837,8072180,2027291,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
520,351379.92,7401360.53,355030887000211,3550308005194,87,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,UNIAO VILA NOVA-UBS,"ADAO MANOEL DA SILVA,R, 16",SAO MIGUEL PAULISTA,62974782,5280040,2819856,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
521,353301.94,7401039.67,355030874000105,3550308005196,74,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,PAULO FELDMAN (NITRO OPERARIA)-UBS,"CUMARU,R, 14",CID NITRO OPERARIA,69566923,8010380,2788209,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
522,354339.10,7398565.62,355030884000135,3550308005253,84,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,V NOVA CURUCA-UBS,"NARCEJA,R,51",V  NOVA CURUCA,61352292,8032340,4050207,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
523,355233.88,7397448.46,355030896000100,3550308005257,96,LAJEADO,28,GUAIANASES,Leste,Leste 2,JD ROBRU-UBS (GUAIANASES),"NORDESTINA,AV,5593",JD ROBRU,61351860,8431400,2787717,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
524,354764.50,7400115.68,355030884000060,3550308005253,84,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,V CURUCA-UBS,"PEDRO MEIRA,R,1",V CURUCA,61354311,8030500,2788802,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
525,355568.15,7397774.12,355030884000166,3550308005253,84,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JD ROBRU-UBS (SAO MIGUEL),"JOSE MARIA ALVES DE DEUS,R,288",JD ROBRU,61352406,8150350,2787725,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
526,355487.29,7399077.64,355030884000004,3550308005252,84,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,PQ STA RITA-UBS,"JOSE PESSOTA,R,80",PQ STA RITA,61353644,8150020,2788446,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
527,356076.14,7399087.97,355030884000038,3550308005248,84,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JD CAMPOS-AMA,"CRESCENTE,R,97",COHAB NAZARE,61354034,8152090,2787237,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,,,6,URGENCIA/EMERGENCIA,0
528,356076.14,7399087.97,355030884000038,3550308005248,84,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JD CAMPOS-UBS,"CRESCENTE,R,97",COHAB NAZARE,61354034,8152090,2787237,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
529,356741.32,7398621.51,355030884000122,3550308005252,84,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,DOM JOAO NERY-UBS,"JOAO NERY,D,ESTR,3462",JD NAZARE,65614680,8151000,2786982,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
530,356175.07,7399882.07,355030884000197,3550308005248,84,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JARAGUA-UBS,"DOMINGUES VIDIGAL,97",PQ INDUSTRIAL,20618076,8160350,2787970,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
531,356127.41,7400399.20,355030884000152,3550308005248,84,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JD SILVIA TELES-UBS,"JOSE ALEXANDRE MACHADO,R,541",ITAIM PAULISTA,65618034,8160460,2787849,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
532,354780.55,7402674.63,355030844000079,3550308005244,44,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JD HELENA-UBS,"KUMAKI AOKI,AV,785",JD. HELENA,65811661,8090370,4049934,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
533,355407.54,7401295.11,355030844000052,3550308005246,44,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JD MAIA-UBS,"MARFIM VEGETAL,R,108",JD. MAIA,65816962,8081330,2062658,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
534,356962.67,7401035.38,355030836000231,3550308005249,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,ITAIM PAULISTA-UBS DR. JULIO DE GOUVEIA,"JOSE LEVI SOBRINHO,MAJ,PCA,139",ITAIM PAULISTA,25619443,8110460,2046261,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
535,357528.28,7390585.28,355030825000084,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CARLOS GENTILE DE MELO-UBS,"TEXTEIS,DOS,AV,3765",CIDADE TIRADENTES,62822522,8490600,4050347,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
536,357768.30,7391154.28,355030825000196,3550308005270,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,BARRO BRANCO-UBS,"EDUARDO REUTER,R,678",COHAB BARRO BRANCO II,69648826,8473533,2786788,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
537,357207.81,7393154.46,355030831000111,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,"JUSCELINO KUBITSCHEK,PRES-UBS","UTARO KANAI,R,286",COHAB PRESID. JUSCELINO,65554474,8465000,2788462,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
538,357600.46,7393139.35,355030831000124,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,"CELSO AUGUSTO DANIEL,PREF-UBS","JORGE MARACCINI PONFILIO,R,S/N",CONJ.HAB.JUCEL.KUBIT,65567997,8465050,3002926,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
539,357259.43,7394456.28,355030831000067,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,JD SOARES-UBS,"FELICIANO DE MENDONCA,R,496",JD. SOARES,25577022,8460365,4050045,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
540,357712.30,7395148.84,355030896000119,3550308005260,96,LAJEADO,28,GUAIANASES,Leste,Leste 2,JD FANGANIELO-UBS,"FRANCISCO NUNES CUBAS,R,60",LAJEADO,65576698,8450460,2787385,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
541,357823.04,7395720.34,355030896000117,3550308005260,96,LAJEADO,28,GUAIANASES,Leste,Leste 2,JD BANDEIRANTES-UBS,"PACHECO ARANHA,R,04",GUAIANASES,65575273,8410130,3016935,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
